seqname,source,feature,start,end,id,length
5,ensembl,gene,124280019,124282771,GRMZM2G039463,2752
5,ensembl,gene,124282561,124288723,GRMZM2G340076,6162
5,ensembl,gene,124289491,124292706,GRMZM2G039329,3215
5,ensembl,gene,124444063,124444479,AC196213.3_FG001,416
5,ensembl,gene,124591790,124592227,AC212351.4_FG001,437
5,ensembl,gene,124731223,124731982,GRMZM2G056216,759
5,ensembl,gene,125185888,125187114,AC234148.1_FG001,1226
5,ensembl,gene,125529367,125531699,GRMZM2G024024,2332
5,ensembl,gene,125733864,125739957,GRMZM2G435438,6093
5,ensembl,gene,125838970,125854508,GRMZM2G038126,15538
5,ensembl,gene,125943117,125946053,GRMZM2G457231,2936
5,ensembl,gene,126122191,126125707,GRMZM2G041247,3516
5,ensembl,gene,126268522,126359493,GRMZM2G052880,90971
5,ensembl,gene,126427612,126429895,GRMZM5G816031,2283
5,ensembl,gene,126485113,126490643,GRMZM2G029258,5530
5,ensembl,gene,126606730,126612497,GRMZM2G124573,5767
5,ensembl,gene,126614044,126614445,GRMZM2G701798,401
5,ensembl,gene,126701366,126701993,GRMZM2G151510,627
5,ensembl,gene,126709700,126710426,GRMZM2G106694,726
5,ensembl,gene,126733036,126734528,GRMZM2G109291,1492
5,ensembl,gene,126768551,126773910,GRMZM2G082480,5359
5,ensembl,gene,126810483,126811529,GRMZM2G082517,1046
5,ensembl,gene,126853038,126855915,GRMZM2G000812,2877
5,ensembl,gene,127104613,127111464,GRMZM2G396411,6851
5,ensembl,gene,127131884,127134418,GRMZM2G701799,2534
5,ensembl,gene,127500983,127504476,GRMZM2G137954,3493
5,ensembl,gene,127638855,127642404,GRMZM2G144581,3549
5,ensembl,gene,127720133,127721746,GRMZM2G150084,1613
5,ensembl,gene,127846385,127847427,GRMZM2G349996,1042
5,ensembl,gene,127972719,127973405,GRMZM2G103864,686
5,ensembl,gene,128142052,128144004,GRMZM2G071089,1952
5,ensembl,gene,128243712,128250775,GRMZM2G123860,7063
5,ensembl,gene,128368438,128370091,GRMZM5G848733,1653
5,ensembl,gene,128491446,128499949,AC198206.5_FG001,8503
5,ensembl,gene,128569837,128570752,GRMZM2G109638,915
5,ensembl,gene,128748950,128753292,AC184789.4_FG002,4342
5,ensembl,gene,128819962,128834551,GRMZM2G061876,14589
5,ensembl,gene,129005476,129006128,GRMZM2G125359,652
5,ensembl,gene,129220808,129236264,GRMZM2G484880,15456
5,ensembl,gene,129258722,129261199,GRMZM2G008593,2477
5,ensembl,gene,129448655,129454097,GRMZM2G132671,5442
5,ensembl,gene,129781675,129781995,GRMZM2G701807,320
5,ensembl,gene,129786608,129786931,GRMZM2G701809,323
5,ensembl,gene,129939398,129940113,GRMZM2G701811,715
5,ensembl,gene,130022459,130022629,GRMZM5G857147,170
5,ensembl,gene,130024951,130027888,GRMZM2G091293,2937
5,ensembl,gene,130069268,130069708,AC205411.3_FG001,440
5,ensembl,gene,130124458,130125122,GRMZM2G461825,664
5,ensembl,gene,130145867,130159256,GRMZM5G861603,13389
5,ensembl,gene,130197310,130199535,GRMZM2G028060,2225
5,ensembl,gene,130395456,130399380,GRMZM2G081075,3924
5,ensembl,gene,130532791,130538994,GRMZM2G118098,6203
5,ensembl,gene,130695952,130704402,GRMZM2G179981,8450
5,ensembl,gene,130724170,130725093,GRMZM2G060781,923
5,ensembl,gene,130742445,130742884,GRMZM5G862453,439
5,ensembl,gene,130858343,130861316,GRMZM2G166330,2973
5,ensembl,gene,130986092,130995528,GRMZM2G174572,9436
5,ensembl,gene,130997111,130999626,GRMZM2G174458,2515
5,ensembl,gene,131077278,131079494,GRMZM2G078129,2216
5,ensembl,gene,131164415,131164994,GRMZM2G021114,579
5,ensembl,gene,131164633,131164994,GRMZM5G871345,361
5,ensembl,gene,131214942,131216088,GRMZM2G021015,1146
5,ensembl,gene,131224969,131228486,GRMZM2G156621,3517
5,ensembl,gene,131493811,131498268,GRMZM2G119725,4457
5,ensembl,gene,131607775,131608857,GRMZM2G025448,1082
5,ensembl,gene,131657318,131662104,GRMZM2G062199,4786
5,ensembl,gene,131770373,131773386,GRMZM2G176922,3013
5,ensembl,gene,132208172,132212726,GRMZM2G111022,4554
5,ensembl,gene,132343084,132354154,GRMZM2G055705,11070
5,ensembl,gene,132536234,132546408,GRMZM2G081268,10174
5,ensembl,gene,132694441,132695993,GRMZM5G886185,1552
5,ensembl,gene,132751506,132752711,GRMZM2G159739,1205
5,ensembl,gene,132882527,132883184,GRMZM2G384250,657
5,ensembl,gene,133369558,133377978,GRMZM2G105494,8420
5,ensembl,gene,133540574,133557141,GRMZM2G009785,16567
5,ensembl,gene,133656772,133665057,GRMZM2G049021,8285
5,ensembl,gene,133764460,133765753,GRMZM2G431989,1293
5,ensembl,gene,133812384,133815288,GRMZM2G019553,2904
5,ensembl,gene,134112526,134118029,GRMZM5G883138,5503
5,ensembl,gene,134120038,134120610,GRMZM5G867888,572
5,ensembl,gene,134229441,134245208,GRMZM2G388148,15767
5,ensembl,gene,134509047,134517815,GRMZM2G177404,8768
5,ensembl,gene,134525262,134533010,GRMZM2G459755,7748
5,ensembl,gene,134686769,134688240,GRMZM2G464676,1471
5,ensembl,gene,134825983,134827576,GRMZM2G012464,1593
5,ensembl,gene,134831815,134838057,GRMZM2G012200,6242
5,ensembl,gene,134948657,134951209,AC214437.4_FG001,2552
5,ensembl,gene,134961620,134962623,GRMZM2G073258,1003
5,ensembl,gene,135221284,135236032,GRMZM2G418206,14748
5,ensembl,gene,135315692,135321511,GRMZM2G073836,5819
5,ensembl,gene,135329433,135331775,AC204298.3_FG006,2342
5,ensembl,gene,135342824,135344111,GRMZM2G073826,1287
5,ensembl,gene,135493464,135496423,GRMZM2G173729,2959
5,ensembl,gene,135570930,135571526,GRMZM2G128445,596
5,ensembl,gene,135622335,135627731,GRMZM2G102021,5396
5,ensembl,gene,135629622,135632447,GRMZM2G403712,2825
5,ensembl,gene,135674269,135683723,GRMZM2G069596,9454
5,ensembl,gene,135878681,135886876,GRMZM2G053925,8195
5,ensembl,gene,135919971,135922136,GRMZM2G054023,2165
5,ensembl,gene,136240622,136242165,GRMZM2G449019,1543
5,ensembl,gene,136332014,136334824,GRMZM2G118503,2810
5,ensembl,gene,136335987,136338633,GRMZM2G118586,2646
5,ensembl,gene,136339860,136342616,GRMZM2G146097,2756
5,ensembl,gene,136340337,136343307,GRMZM2G146158,2970
5,ensembl,gene,136346994,136348784,GRMZM2G013630,1790
5,ensembl,gene,136352397,136355829,GRMZM2G305216,3432
5,ensembl,gene,136355287,136355901,AC226221.2_FG011,614
5,ensembl,gene,136454233,136457851,GRMZM2G346095,3618
5,ensembl,gene,136486685,136487717,GRMZM2G346133,1032
5,ensembl,gene,136601301,136606514,GRMZM2G147210,5213
5,ensembl,gene,136622700,136624201,GRMZM2G147172,1501
5,ensembl,gene,136804194,136809285,GRMZM2G146511,5091
5,ensembl,gene,136810293,136811620,GRMZM2G146540,1327
5,ensembl,gene,136813341,136813775,AC196728.3_FG003,434
5,ensembl,gene,136842003,136842583,GRMZM2G009471,580
5,ensembl,gene,136876905,136878602,GRMZM2G469701,1697
5,ensembl,gene,136887001,136888469,GRMZM2G469689,1468
5,ensembl,gene,136936609,136938067,GRMZM2G088791,1458
5,ensembl,gene,136943148,136945061,GRMZM2G701832,1913
5,ensembl,gene,136996393,136999749,GRMZM2G011777,3356
5,ensembl,gene,137163653,137165548,AC191577.3_FG004,1895
5,ensembl,gene,137191942,137195068,GRMZM2G029400,3126
5,ensembl,gene,137302735,137303382,AC199777.3_FG001,647
5,ensembl,gene,137308387,137309839,GRMZM5G880966,1452
5,ensembl,gene,137431853,137435424,GRMZM2G130425,3571
5,ensembl,gene,137468195,137468744,GRMZM2G430194,549
5,ensembl,gene,137470636,137495485,GRMZM2G039930,24849
5,ensembl,gene,137598508,137611330,GRMZM2G024260,12822
5,ensembl,gene,137892670,137896628,AC192451.3_FG001,3958
5,ensembl,gene,137969031,137978090,GRMZM2G039826,9059
5,ensembl,gene,138118877,138120731,GRMZM2G138587,1854
5,ensembl,gene,138123560,138123783,GRMZM2G567512,223
5,ensembl,gene,138192905,138200752,GRMZM2G109315,7847
5,ensembl,gene,138386996,138389124,GRMZM2G048450,2128
5,ensembl,gene,138448304,138449243,GRMZM2G359799,939
5,ensembl,gene,138458045,138462037,AC195685.3_FG001,3992
5,ensembl,gene,138545164,138546904,GRMZM2G069332,1740
5,ensembl,gene,138628458,138632880,GRMZM2G344453,4422
5,ensembl,gene,138677517,138680006,GRMZM2G059887,2489
5,ensembl,gene,138788744,138790813,GRMZM2G701839,2069
5,ensembl,gene,138838764,138840683,GRMZM2G140582,1919
5,ensembl,gene,138844983,138847514,GRMZM2G439596,2531
5,ensembl,gene,138848228,138850637,GRMZM2G140561,2409
5,ensembl,gene,139119038,139125016,GRMZM2G172376,5978
5,ensembl,gene,139148819,139149298,AC185427.5_FG004,479
5,ensembl,gene,139273124,139276362,GRMZM2G120408,3238
5,ensembl,gene,139363603,139364247,GRMZM2G170255,644
5,ensembl,gene,139395266,139403105,GRMZM2G063162,7839
5,ensembl,gene,139447457,139449417,GRMZM5G834518,1960
5,ensembl,gene,139631414,139634232,GRMZM2G131043,2818
5,ensembl,gene,139634280,139643346,GRMZM5G811674,9066
5,ensembl,gene,139666597,139670914,GRMZM2G018403,4317
5,ensembl,gene,139671896,139679800,GRMZM2G018578,7904
5,ensembl,gene,139753396,139755075,GRMZM2G392885,1679
5,ensembl,gene,139803261,139808962,GRMZM2G092154,5701
5,ensembl,gene,139851116,139851820,GRMZM2G455440,704
5,ensembl,gene,139871370,139877949,GRMZM2G300841,6579
5,ensembl,gene,140019863,140023683,GRMZM2G039443,3820
5,ensembl,gene,140019933,140020208,GRMZM5G897364,275
5,ensembl,gene,140120396,140125570,GRMZM2G060167,5174
5,ensembl,gene,140132841,140135501,GRMZM2G060253,2660
5,ensembl,gene,140301354,140303331,GRMZM2G107380,1977
5,ensembl,gene,140353325,140358190,GRMZM2G375172,4865
5,ensembl,gene,140457318,140458011,GRMZM2G432266,693
5,ensembl,gene,140528292,140529002,GRMZM2G300119,710
5,ensembl,gene,140674845,140676846,GRMZM2G133870,2001
5,ensembl,gene,140697155,140698431,GRMZM2G133862,1276
5,ensembl,gene,140802519,140804312,GRMZM2G148277,1793
5,ensembl,gene,140931968,140933890,GRMZM2G000071,1922
5,ensembl,gene,140935579,140968668,GRMZM2G081931,33089
5,ensembl,gene,140971813,140976844,GRMZM2G064638,5031
5,ensembl,gene,141167842,141169456,GRMZM2G165726,1614
5,ensembl,gene,141197010,141200172,GRMZM2G395392,3162
5,ensembl,gene,141198997,141199731,GRMZM5G885425,734
5,ensembl,gene,141204725,141213269,GRMZM2G095082,8544
5,ensembl,gene,141290381,141294853,AC214771.3_FG003,4472
5,ensembl,gene,141296956,141297588,AC214771.3_FG002,632
5,ensembl,gene,141470486,141475175,GRMZM2G063882,4689
5,ensembl,gene,141614522,141619776,GRMZM2G442404,5254
5,ensembl,gene,141761435,141763524,GRMZM2G127883,2089
5,ensembl,gene,141954516,141954788,GRMZM5G807299,272
5,ensembl,gene,141983575,141984252,AC235539.1_FG001,677
5,ensembl,gene,141991496,141992173,AC195914.2_FG002,677
5,ensembl,gene,142039702,142041027,AC195914.2_FG003,1325
5,ensembl,gene,142047353,142049608,GRMZM2G419455,2255
5,ensembl,gene,142064371,142064790,GRMZM5G813795,419
5,ensembl,gene,142084361,142085001,GRMZM2G038874,640
5,ensembl,gene,142166101,142166592,GRMZM5G804989,491
5,ensembl,gene,142170283,142171195,GRMZM2G512674,912
5,ensembl,gene,142174870,142175577,GRMZM2G350284,707
5,ensembl,gene,142222049,142223803,GRMZM2G155816,1754
5,ensembl,gene,142263030,142263532,GRMZM2G120001,502
5,ensembl,gene,142295585,142296249,GRMZM2G554483,664
5,ensembl,gene,142442260,142444173,GRMZM2G412436,1913
5,ensembl,gene,142462392,142464848,GRMZM2G055754,2456
5,ensembl,gene,142510282,142513269,GRMZM2G159759,2987
5,ensembl,gene,142518690,142524589,GRMZM2G010075,5899
5,ensembl,gene,142616677,142618233,GRMZM2G105498,1556
5,ensembl,gene,142625518,142626563,GRMZM2G105501,1045
5,ensembl,gene,142748781,142750441,GRMZM2G162748,1660
5,ensembl,gene,142761381,142761919,GRMZM2G028444,538
5,ensembl,gene,142828737,142829335,GRMZM2G384913,598
5,ensembl,gene,142892801,142893599,GRMZM2G163539,798
5,ensembl,gene,143048022,143048659,GRMZM2G098925,637
5,ensembl,gene,143120188,143120909,GRMZM2G358711,721
5,ensembl,gene,143202322,143203171,GRMZM2G324111,849
5,ensembl,gene,143205190,143205897,GRMZM2G020329,707
5,ensembl,gene,143222807,143237989,GRMZM2G311919,15182
5,ensembl,gene,143428110,143440147,GRMZM5G888945,12037
5,ensembl,gene,143554333,143555097,AC200887.4_FG002,764
5,ensembl,gene,143710044,143712457,GRMZM2G114675,2413
5,ensembl,gene,143803083,143804489,GRMZM2G021301,1406
5,ensembl,gene,143921724,143923533,GRMZM2G329029,1809
5,ensembl,gene,143993071,143994817,GRMZM2G330698,1746
5,ensembl,gene,143996661,143997216,GRMZM2G030945,555
5,ensembl,gene,144009829,144010506,GRMZM2G701850,677
5,ensembl,gene,144011521,144013252,GRMZM2G158313,1731
5,ensembl,gene,144137287,144156132,GRMZM2G111529,18845
5,ensembl,gene,144210878,144216057,GRMZM2G023003,5179
5,ensembl,gene,144320618,144322782,GRMZM2G049390,2164
5,ensembl,gene,144352699,144356712,GRMZM2G178356,4013
5,ensembl,gene,144561946,144562445,GRMZM2G091653,499
5,ensembl,gene,144563244,144566914,AC211190.4_FG004,3670
5,ensembl,gene,144619680,144625181,GRMZM2G007288,5501
5,ensembl,gene,144742563,144753368,GRMZM2G126447,10805
5,ensembl,gene,144847481,144855080,GRMZM2G069542,7599
5,ensembl,gene,144904011,144905680,AC226199.2_FG002,1669
5,ensembl,gene,144927466,144928713,GRMZM2G159849,1247
5,ensembl,gene,145046945,145049739,GRMZM2G407406,2794
5,ensembl,gene,145144168,145146397,GRMZM2G477238,2229
5,ensembl,gene,145149830,145152915,GRMZM2G177061,3085
5,ensembl,gene,145254488,145255726,GRMZM2G035506,1238
5,ensembl,gene,145376619,145377980,GRMZM2G129543,1361
5,ensembl,gene,145457124,145465619,GRMZM2G106338,8495
5,ensembl,gene,145529244,145534399,GRMZM2G103884,5155
5,ensembl,gene,145547588,145549387,GRMZM2G405581,1799
5,ensembl,gene,145552313,145555123,GRMZM2G405575,2810
5,ensembl,gene,145563185,145565626,GRMZM2G405459,2441
5,ensembl,gene,145776009,145779439,GRMZM2G359320,3430
5,ensembl,gene,145902926,145908794,GRMZM2G151916,5868
5,ensembl,gene,145997276,145998346,GRMZM2G033538,1070
5,ensembl,gene,146406146,146407399,GRMZM5G805426,1253
5,ensembl,gene,146416843,146417965,GRMZM2G064558,1122
5,ensembl,gene,146469852,146473137,GRMZM2G372812,3285
5,ensembl,gene,146712181,146717262,GRMZM2G411893,5081
5,ensembl,gene,146875550,146880303,GRMZM2G146794,4753
5,ensembl,gene,146880878,146886034,GRMZM2G146677,5156
5,ensembl,gene,146922555,146924554,GRMZM2G429540,1999
5,ensembl,gene,146922559,146925024,GRMZM2G129713,2465
5,ensembl,gene,146925577,146927563,GRMZM2G014444,1986
5,ensembl,gene,146942941,146945847,GRMZM2G313703,2906
5,ensembl,gene,146951462,146954851,GRMZM2G313707,3389
5,ensembl,gene,146956653,146961357,GRMZM2G015972,4704
5,ensembl,gene,146966898,146969107,GRMZM2G118786,2209
5,ensembl,gene,146976135,146976606,GRMZM2G009768,471
5,ensembl,gene,147059984,147061466,GRMZM2G134402,1482
5,ensembl,gene,147105575,147106666,GRMZM2G165734,1091
5,ensembl,gene,147109656,147110852,GRMZM2G387576,1196
5,ensembl,gene,147127754,147131153,GRMZM2G330792,3399
5,ensembl,gene,147146730,147148896,GRMZM2G169734,2166
5,ensembl,gene,147206184,147206954,GRMZM2G474113,770
5,ensembl,gene,147393612,147394688,GRMZM2G399031,1076
5,ensembl,gene,147484241,147488253,GRMZM2G174128,4012
5,ensembl,gene,147515986,147518954,GRMZM2G383881,2968
5,ensembl,gene,147529838,147531529,GRMZM2G135862,1691
5,ensembl,gene,147578152,147581529,GRMZM2G160370,3377
5,ensembl,gene,147664073,147670071,GRMZM2G026490,5998
5,ensembl,gene,147680114,147686054,GRMZM2G136998,5940
5,ensembl,gene,147742629,147747062,GRMZM2G138423,4433
5,ensembl,gene,147915664,147917490,GRMZM2G369018,1826
5,ensembl,gene,147925286,147929000,GRMZM2G067984,3714
5,ensembl,gene,147944596,147946460,AC208411.3_FG013,1864
5,ensembl,gene,148019313,148023720,GRMZM2G328060,4407
5,ensembl,gene,148097889,148098503,GRMZM5G899985,614
5,ensembl,gene,148265720,148267253,GRMZM2G002240,1533
5,ensembl,gene,148274266,148278260,GRMZM2G002199,3994
5,ensembl,gene,148279981,148280829,AC215509.2_FG002,848
5,ensembl,gene,148343674,148346041,GRMZM2G041980,2367
5,ensembl,gene,148448399,148450961,GRMZM2G078294,2562
5,ensembl,gene,148642639,148644207,GRMZM2G016393,1568
5,ensembl,gene,148733790,148739640,GRMZM2G424519,5850
5,ensembl,gene,148763027,148763776,GRMZM2G111028,749
5,ensembl,gene,149255715,149256260,GRMZM2G064533,545
5,ensembl,gene,149497879,149502610,GRMZM2G135588,4731
5,ensembl,gene,149819517,149820678,GRMZM2G173674,1161
5,ensembl,gene,149848898,149850119,GRMZM2G173668,1221
5,ensembl,gene,149910457,149913931,GRMZM2G079954,3474
5,ensembl,gene,150036613,150037929,GRMZM2G108016,1316
5,ensembl,gene,150127707,150134196,GRMZM2G019971,6489
5,ensembl,gene,150228697,150230232,GRMZM2G105348,1535
5,ensembl,gene,150314001,150315127,GRMZM2G092968,1126
5,ensembl,gene,150359143,150360185,GRMZM5G863198,1042
5,ensembl,gene,150531872,150549339,GRMZM2G312827,17467
5,ensembl,gene,150664312,150665813,GRMZM2G005301,1501
5,ensembl,gene,150972392,150973390,GRMZM2G047918,998
5,ensembl,gene,151053230,151053547,GRMZM5G863661,317
5,ensembl,gene,151057774,151059180,GRMZM2G349103,1406
5,ensembl,gene,151063155,151063929,GRMZM2G047818,774
5,ensembl,gene,151217541,151217981,AC191147.3_FG002,440
5,ensembl,gene,151355764,151357008,GRMZM5G891967,1244
5,ensembl,gene,151359457,151360130,GRMZM5G849791,673
5,ensembl,gene,151443633,151445129,GRMZM2G062034,1496
5,ensembl,gene,151455539,151459075,GRMZM2G164950,3536
5,ensembl,gene,151484639,151489634,GRMZM2G012923,4995
5,ensembl,gene,151572641,151574352,AC219159.3_FG001,1711
5,ensembl,gene,151631094,151631393,AC219159.3_FG002,299
5,ensembl,gene,151669661,151671447,GRMZM2G091383,1786
5,ensembl,gene,151751416,151755323,GRMZM2G121309,3907
5,ensembl,gene,151756399,151758214,GRMZM2G121366,1815
5,ensembl,gene,151759323,151761163,GRMZM5G839762,1840
5,ensembl,gene,151840227,151840958,GRMZM2G132632,731
5,ensembl,gene,151873313,151876064,GRMZM2G139412,2751
5,ensembl,gene,151917575,151918683,GRMZM2G476294,1108
5,ensembl,gene,151922862,151926238,GRMZM2G176206,3376
5,ensembl,gene,152012751,152014240,GRMZM5G846405,1489
5,ensembl,gene,152012751,152029754,GRMZM5G873594,17003
5,ensembl,gene,152033339,152034686,GRMZM5G852073,1347
5,ensembl,gene,152188644,152189472,GRMZM2G039948,828
5,ensembl,gene,152197362,152198068,GRMZM2G701888,706
5,ensembl,gene,152250417,152251663,GRMZM2G154987,1246
5,ensembl,gene,152430601,152435433,GRMZM2G462894,4832
5,ensembl,gene,152442185,152445449,GRMZM2G161435,3264
5,ensembl,gene,152470618,152479871,GRMZM2G161299,9253
5,ensembl,gene,152605126,152606848,GRMZM2G021106,1722
5,ensembl,gene,152610581,152611105,GRMZM5G808876,524
5,ensembl,gene,152611592,152620780,GRMZM2G021364,9188
5,ensembl,gene,152672575,152672739,GRMZM5G802826,164
5,ensembl,gene,152782114,152783765,GRMZM2G453575,1651
5,ensembl,gene,152786009,152789855,GRMZM2G155220,3846
5,ensembl,gene,152883043,152884622,GRMZM2G104366,1579
5,ensembl,gene,152955772,152971505,GRMZM2G021110,15733
5,ensembl,gene,153024029,153024767,AC184788.2_FG001,738
5,ensembl,gene,153061242,153061908,GRMZM2G126700,666
5,ensembl,gene,153179882,153180915,AC191804.4_FG002,1033
5,ensembl,gene,153221703,153224128,GRMZM2G303161,2425
5,ensembl,gene,153244767,153248245,GRMZM2G410428,3478
5,ensembl,gene,153306682,153308023,GRMZM2G161908,1341
5,ensembl,gene,153316120,153328710,GRMZM2G362295,12590
5,ensembl,gene,153361861,153365936,GRMZM2G030259,4075
5,ensembl,gene,153520948,153521895,AC198766.3_FG005,947
5,ensembl,gene,153582672,153591101,GRMZM2G177781,8429
5,ensembl,gene,153985152,153987705,GRMZM2G119623,2553
5,ensembl,gene,154116210,154116850,GRMZM2G367170,640
5,ensembl,gene,154401623,154402081,GRMZM5G824763,458
5,ensembl,gene,154520298,154521703,GRMZM2G362312,1405
5,ensembl,gene,154847387,154852082,GRMZM2G066614,4695
5,ensembl,gene,155019545,155022002,GRMZM2G467391,2457
5,ensembl,gene,155022970,155027443,GRMZM2G167356,4473
5,ensembl,gene,155032406,155035252,GRMZM2G167347,2846
5,ensembl,gene,155069605,155077884,GRMZM2G028366,8279
5,ensembl,gene,155078443,155083576,AC202567.4_FG004,5133
5,ensembl,gene,155130660,155131006,GRMZM2G701900,346
5,ensembl,gene,155130814,155133308,GRMZM2G472638,2494
5,ensembl,gene,155134147,155137380,GRMZM2G170559,3233
5,ensembl,gene,155149751,155151039,GRMZM2G170558,1288
5,ensembl,gene,155260704,155262290,GRMZM2G180740,1586
5,ensembl,gene,155282641,155286187,GRMZM2G029559,3546
5,ensembl,gene,155333913,155348583,GRMZM2G378340,14670
5,ensembl,gene,155457609,155459172,GRMZM2G031983,1563
5,ensembl,gene,155563889,155566089,GRMZM2G318633,2200
5,ensembl,gene,155564685,155568640,GRMZM2G014826,3955
5,ensembl,gene,155570391,155577785,GRMZM2G015132,7394
5,ensembl,gene,155849748,155863141,GRMZM2G073630,13393
5,ensembl,gene,155853949,155856706,GRMZM2G373887,2757
5,ensembl,gene,155990801,156000188,GRMZM2G027875,9387
5,ensembl,gene,156001858,156004026,GRMZM2G028219,2168
5,ensembl,gene,156173995,156179793,GRMZM2G163713,5798
5,ensembl,gene,156202307,156212286,GRMZM2G301287,9979
5,ensembl,gene,156237129,156240525,AC190526.3_FG004,3396
5,ensembl,gene,156245552,156246678,GRMZM2G088124,1126
5,ensembl,gene,156299547,156316074,GRMZM2G133464,16527
5,ensembl,gene,156390613,156391564,GRMZM2G133430,951
5,ensembl,gene,156406486,156416899,GRMZM2G163572,10413
5,ensembl,gene,156478228,156485363,GRMZM2G415433,7135
5,ensembl,gene,156575554,156595746,GRMZM2G419875,20192
5,ensembl,gene,156596822,156599681,GRMZM2G121749,2859
5,ensembl,gene,156792727,156795920,GRMZM2G159981,3193
5,ensembl,gene,156826898,156830008,GRMZM2G093164,3110
5,ensembl,gene,156876769,156880754,GRMZM2G430308,3985
5,ensembl,gene,156926034,156927649,GRMZM2G021998,1615
5,ensembl,gene,156990108,157009508,GRMZM2G341171,19400
5,ensembl,gene,157087153,157087701,GRMZM2G112855,548
5,ensembl,gene,157149638,157154780,GRMZM2G011160,5142
5,ensembl,gene,157183741,157189328,GRMZM2G105391,5587
5,ensembl,gene,157232192,157232689,GRMZM2G406089,497
5,ensembl,gene,157241007,157241636,GRMZM2G366910,629
5,ensembl,gene,157316628,157327239,GRMZM2G124886,10611
5,ensembl,gene,157457922,157458646,AC216242.3_FG001,724
5,ensembl,gene,157481237,157495587,GRMZM2G341732,14350
5,ensembl,gene,157501508,157507721,GRMZM2G038374,6213
5,ensembl,gene,157535809,157536625,GRMZM2G154789,816
5,ensembl,gene,157554287,157556097,GRMZM2G057622,1810
5,ensembl,gene,157556426,157560740,GRMZM2G057642,4314
5,ensembl,gene,157561996,157565372,GRMZM2G359038,3376
5,ensembl,gene,157830478,157833533,GRMZM2G325023,3055
5,ensembl,gene,157830478,157833556,GRMZM2G325014,3078
5,ensembl,gene,158063684,158065296,GRMZM2G008935,1612
5,ensembl,gene,158079278,158081330,GRMZM2G159544,2052
5,ensembl,gene,158082237,158084793,AC200215.3_FG002,2556
5,ensembl,gene,158262490,158263659,GRMZM2G412335,1169
5,ensembl,gene,158263776,158265214,AC211411.4_FG004,1438
5,ensembl,gene,158340500,158341470,GRMZM2G043387,970
5,ensembl,gene,158341970,158345392,GRMZM2G341771,3422
5,ensembl,gene,158342336,158345429,GRMZM2G341770,3093
5,ensembl,gene,158403017,158413970,GRMZM2G161625,10953
5,ensembl,gene,158444909,158446380,GRMZM2G327662,1471
5,ensembl,gene,158458018,158459579,GRMZM5G882980,1561
5,ensembl,gene,158509475,158509818,GRMZM2G701918,343
5,ensembl,gene,158518246,158520326,GRMZM2G151344,2080
5,ensembl,gene,158527371,158534869,GRMZM2G151332,7498
5,ensembl,gene,158537777,158547012,GRMZM2G452960,9235
5,ensembl,gene,158583935,158586439,GRMZM2G569948,2504
5,ensembl,gene,158644303,158649135,GRMZM2G137528,4832
5,ensembl,gene,158650056,158663446,GRMZM2G137495,13390
5,ensembl,gene,158723799,158728514,GRMZM2G412604,4715
5,ensembl,gene,158850577,158857975,GRMZM2G160273,7398
5,ensembl,gene,158860109,158860847,GRMZM2G160325,738
5,ensembl,gene,158861295,158863189,GRMZM2G160327,1894
5,ensembl,gene,158904820,158908319,GRMZM2G098298,3499
5,ensembl,gene,158931796,158933769,GRMZM2G098278,1973
5,ensembl,gene,158971610,158974018,GRMZM2G178641,2408
5,ensembl,gene,159129908,159143910,GRMZM2G128865,14002
5,ensembl,gene,159148517,159160800,GRMZM2G416751,12283
5,ensembl,gene,159202868,159205906,GRMZM2G038882,3038
5,ensembl,gene,159235466,159238136,GRMZM2G497630,2670
5,ensembl,gene,159240339,159247522,GRMZM2G024976,7183
5,ensembl,gene,159271175,159272391,GRMZM2G073272,1216
5,ensembl,gene,159308050,159327620,GRMZM2G135691,19570
5,ensembl,gene,159328891,159361547,GRMZM2G386155,32656
5,ensembl,gene,159368422,159371495,GRMZM2G386154,3073
5,ensembl,gene,159484835,159494171,GRMZM2G027886,9336
5,ensembl,gene,159576516,159582574,GRMZM2G115257,6058
5,ensembl,gene,159722272,159769511,GRMZM2G064136,47239
5,ensembl,gene,159796628,159797566,GRMZM2G120918,938
5,ensembl,gene,159841826,159843011,GRMZM2G084609,1185
5,ensembl,gene,159951347,159953262,GRMZM2G028677,1915
5,ensembl,gene,159963865,159967998,GRMZM2G028763,4133
5,ensembl,gene,159983509,159985850,GRMZM2G328961,2341
5,ensembl,gene,159996359,160001805,GRMZM2G102560,5446
5,ensembl,gene,160118507,160129431,GRMZM2G090068,10924
5,ensembl,gene,160131952,160161878,GRMZM2G015441,29926
5,ensembl,gene,160200502,160205107,GRMZM2G411333,4605
5,ensembl,gene,160466287,160468466,GRMZM2G052402,2179
5,ensembl,gene,160479842,160498691,GRMZM2G052435,18849
5,ensembl,gene,160553137,160554858,GRMZM2G395850,1721
5,ensembl,gene,160693220,160699570,GRMZM2G012046,6350
5,ensembl,gene,160705270,160705824,AC211269.3_FG003,554
5,ensembl,gene,160747586,160759982,GRMZM2G366698,12396
5,ensembl,gene,160790211,160795017,GRMZM2G078272,4806
5,ensembl,gene,160795273,160797497,GRMZM2G377600,2224
5,ensembl,gene,160838093,160838733,GRMZM2G078050,640
5,ensembl,gene,160868429,160871942,GRMZM2G077989,3513
